125.7,1000
342.7,2000
708.8,3000
1200.1,4000
1750.4,5000
2403.5,6000
3180.6,7000
4056.3,8000
5260.2,9000
6401.9,10000
7935.5,11000
9227.5,12000
11008.7,13000
12927,14000
15142.2,15000
17268.8,16000
19612,17000
22008.9,18000
24791.1,19000
27848.5,20000
