220,1000
585.5,2000
1202.1,3000
2152.7,4000
3071.1,5000
4155.1,6000
5524.2,7000
7001.9,8000
8995.8,9000
10961,10000
13453,11000
15904.1,12000
18405.3,13000
21854.4,14000
25976.5,15000
29400.9,16000
33015.7,17000
36593.6,18000
41261.7,19000
46533.4,20000
