1313.8,1000
5049.8,2000
13673.7,3000
27791.1,4000
49783.9,5000
81151.2,6000
128034,7000
184233,8000
258430,9000
346214,10000
451026,11000
578258,12000
730464,13000
910728,14000
1.11458e+06,15000
1.34197e+06,16000
1.60025e+06,17000
1.8881e+06,18000
2.21899e+06,19000
2.63702e+06,20000
